Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
1.375.000 TL;Citroen;C4;1.2 PureTech Shine Bold;2021;120.000 km;Otomatik;Benzin;Gri;1200 cm3' e kadar;151 - 175 HP;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-shine-bold/2021-shine-bold-c4-hatasiz-boyasiz-cam-tavan-koltuk-isitma-ful/35285194
1.675.000 TL;Citroen;C4;1.2 PureTech Max;2025;15.000 km;Otomatik;Benzin;Yeşil;1200 cm3' e kadar;126 - 150 HP;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-max/caray-2025-citroen-c4-1-2-puretech-max-ppf-kaplama-hatasiz/35285193
565.000 TL;Citroen;C5;1.6 e-HDi Dynamique;2011;327.000 km;Yarı Otomatik;71 lt;Beyaz;1560 cc;114 hp;Sedan;29 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c5-1-6-e-hdi-dynamique/emir-oto-dan-2011-citroen-c5-1-6-ehdi-dynamigue-otomatiksunroof/31391502
1.725.000 TL;Citroen;e-C4 X;Max;2025;15.000 km;Otomatik;Elektrik;Lacivert;;156 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-e-c4-x-max/2025-model-elektrikli-15-000-km-hatasiz/35285189
749.000 TL;Citroen;C3 Picasso;1.6 e-HDi Confort;2013;129.824 km;Yarı Otomatik;50 lt;Beyaz;1560 cc;93 hp;MPV;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-picasso-1-6-e-hdi-confort/citroen-c3-picasso-130-binde-full-bakimli-cam-tavanli/35285187
1.129.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2024;13.000 km;Otomatik;47 lt;Gri;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/k-kartina-9taksit-citroen-c3-1-2-puretech-s-s-feel-bold-13-000km/35285184
1.185.000 TL;Citroen;C3;1.2 PureTech Shine;2024;18.000 km;Otomatik;47 lt;Kırmızı;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-shine/full-paket-18-bin-km-de-hatasiz-c3/35285183
1.117.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2024;66.000 km;Otomatik;47 lt;Gri;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/hatasiz-boyasiz-c3-1-2-feel-bold/35285180
938.750 TL;Citroen;C3;1.2 PureTech Feel Bold;2021;68.000 km;Otomatik;47 lt;Mavi;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/baturlar-tamamina-kredi-1-59-faiz-k-k-12-ay-68-000-km/35285179
1.057.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2023;61.000 km;Otomatik;47 lt;Bej;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/yilmazlar-61-binde-2023-lansman-renk-zenon-yari-deri-car-play/35285177
1.089.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2023;63.000 km;Otomatik;47 lt;Füme;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/yilmazlar-boyasiz-hatasiz-2023-otomatik-carplay-led-far/35285173
1.195.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2024;13.500 km;Otomatik;47 lt;Gri;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/2025-cks-13-500-km-de-c3-feel-bold-otomatik-110-hp/35285170
1.127.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2023;26.000 km;Otomatik;47 lt;Mavi;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/yilmazlar-26-binde-2023-lansman-renk-zenon-yari-deri-car-play/35285169
459.750 TL;Citroen;C-Elysee;1.6 HDi Live;2017;270.000 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;3 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-live/dark-motors-dan-uygun-fiyatli-yeni-kasa-c-elysee/35285154
1.395.000 TL;Citroen;e-C4;Shine Bold;2024;47.200 km;Otomatik;Elektrik;Beyaz;;156 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-e-c4-shine-bold/alpergun-2024-citroenec4shine-blod-47-200km-hatasiz/35285129
1.288.500 TL;Citroen;C4 X;1.2 PureTech Feel Bold;2023;56.000 km;Otomatik;50 lt;Gri;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-feel-bold/hatasiz-2023-citroen-c-4-x-feel-bold-otmatik-0-79-kredi-imkani/35285127
1.359.000 TL;Citroen;C4 X;1.2 PureTech Shine;2023;60.000 km;Otomatik;50 lt;Siyah;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-shine/0-69-kredi-2023-citroen-c4-x-eat8-shine-car-play-s-takip-hatasiz/35285126
1.295.000 TL;Citroen;C4 X;1.2 PureTech Feel Bold;2024;24.000 km;Otomatik;50 lt;Füme;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-feel-bold/2024-citroen-c4x-1-2-otomatik-130hp-feelbold-24-000km-boyasiz-20/35285124
1.450.000 TL;Citroen;C4 X;1.2 PureTech Shine;2024;57.000 km;Otomatik;50 lt;Beyaz;1199 cc;132 hp;SUV;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-shine/galeribo-dan-2024-sifir-ayar-c4x-1-2-puretech-shine-55-000-km/34091243
1.285.000 TL;Citroen;C4 X;1.2 PureTech Feel Bold;2023;60.000 km;Otomatik;50 lt;Siyah;1199 cc;132 hp;SUV;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-feel-bold/akif-motors-tan2023-c4-x-1-2-puretech-feel-bold-g-gorus-car-play/33972609
1.550.000 TL;Citroen;C4 X;1.5 BlueHDi Feel Bold;2023;38.000 km;Otomatik;50 lt;Gri;1499 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-5-bluehdi-feel-bold/bozcar-2023-citroen-c4-x-1-5-bluehdi-hatasiz-boyasiz-38-km/35285118
1.335.000 TL;Citroen;C4 X;1.2 PureTech Feel Bold;2024;60.000 km;Otomatik;50 lt;Gri;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-feel-bold/f5-motors-tan-hatasiz-boyasz-2024-c4-x-1-2-puretech-feel-bold/35285114
1.319.500 TL;Citroen;C4 X;1.2 PureTech Feel Bold;2024;29.000 km;Otomatik;50 lt;Füme;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-feel-bold/2024-citroen-c4x-1-2-otomatik-130hp-feelbold-29-000km-boyasiz-20/35285113
1.485.000 TL;Citroen;C4 X;1.2 PureTech Shine Bold;2023;66.500 km;Otomatik;50 lt;Gri;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-shine-bold/mbay-motors-2023-citroen-c4x-1-2-puretech-66-000km/35285112
1.435.000 TL;Citroen;C4;1.2 PureTech You;2024;22.049 km;Otomatik;50 lt;Kırmızı;1199 cc;132 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-you/citroen-c4-1-2-puretech-you-130hp-2024/34465293
1.785.000 TL;Citroen;C4 X;1.2 PureTech Max;2025;16.000 km;Otomatik;50 lt;Siyah;1199 cc;132 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/akbaslar-1-2025-citroen-c4-x-cam-tavan-16-000km-taksitlendirme/34091245
469.000 TL;Citroen;C4 Grand Picasso;1.6 HDi Dynamic;2012;205.700 km;Yarı Otomatik;60 lt;Siyah;1560 cc;114 hp;MPV;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-grand-picasso-1-6-hdi-dynamic/citroen-grand-picasso-1-6-hdi-otomatik-cam-tavan/34070736
310.000 TL;Citroen;C3;1.4 HDi SX;2003;290.000 km;Düz;Dizel;Mavi;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;29 Kasım 2025;Tamamı boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-hdi-sx/citroen-c3-kredi-kartina-12-ay-taksit/35285030
385.000 TL;Citroen;C3;1.4 HDi Attraction;2012;288.000 km;Düz;Dizel;Siyah;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;29 Kasım 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-hdi-attraction/2012-c3-diri-bakimli-masrafsiz-aile-araci/35285028
319.900 TL;Citroen;C3;1.4 HDi X Furio;2006;239.000 km;Düz;47 lt;Gri;1398 cc;71 hp;Hatchback/5;29 Kasım 2025;Tamamı boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-hdi-x-furio/bey-motors-dan-2006-citroen-c3-1-4-hdi-x-furio-bakimli/35285027
265.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2015;417.388 km;Düz;48 lt;Yeşil;1560 cc;93 hp;Sedan;29 Kasım 2025;11 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-exclusive/tr-nin-en-ucuz-c-elysee/35284894
685.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2015;199.800 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-exclusive/2015-model-200-000-km-de-hatasiz-boyasiz-degisensiz/35284893
648.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2016;190.000 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-exclusive/bsr-car-s-hatasiz-c-elysee-1-6hdi-servis-bakimli-full-paket/34091393
530.000 TL;Citroen;C4;1.6 SX PK;2005;253.000 km;Düz;60 lt;Füme;1587 cc;111 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-sx-pk/34cec34-hatasiz-emsalsiz-c4-1-6-sx-pk-otomatik/35284874
599.000 TL;Citroen;C-Elysee;1.6 HDi Attraction;2016;190.500 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-attraction/sorunsuz-citroen-c-elysee/35284868
439.000 TL;Citroen;C3;1.4 SX;2005;128.000 km;Otomatik;Benzin;Siyah;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;29 Kasım 2025;8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-sx/citroen-c3-128-binde-degisensiz-otomatik/35284866
805.000 TL;Citroen;C3;1.2 PureTech Feel;2020;45.000 km;Düz;Benzin;Gri;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;29 Kasım 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel/netcar-dan-2020-model-citroen-c3-1-2-feel-45-000-km/35284850
570.000 TL;Citroen;C3;1.2 PureTech Feel;2020;106.000 km;Düz;Benzin;Kahverengi;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel/hilal-oto-2020-model-citroen-c3-106-000-km-de/35284849
600.000 TL;Citroen;C4;1.6 VTI Confort;2011;130.000 km;Düz;60 lt;Beyaz;1598 cc;122 hp;Hatchback/5;29 Kasım 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-vti-confort/130-000-km-citroen-c4-1-6-vti-confort-bakimli/33641888
785.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2020;120.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/hatasiz-boyasiz-ciziksiz-2021-cikisli-120-binde-c-elysee/35284827
959.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel Bold;2024;10.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel-bold/2024-model-citroen-c-elysee-1-5bluehdi-feel-bold-10-000km/35284825
789.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021;103.000 km;Düz;50 lt;Gri;1499 cc;100 hp;Sedan;29 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/en-temizi-en-uygunu/35284824
930.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2024;65.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/nuans-auto-citroen-c-elysee-1-5-bluehdi-degisensiz-boyasiz/35284823
649.500 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021;215.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/2021-citroen-c-elysee-1-5-bluehdi-hatasiz-boyasiz-215-ooo-km-de/35284821
995.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel Bold;2024;13.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel-bold/maden-motors-satilik-citroen-13-bin-km-de/35284818
807.500 TL;Citroen;C-Elysee;1.5 BlueHDi Shine;2020;140.000 km;Düz;Dizel;Gri;1401 - 1600 cm3;76 - 100 HP;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-shine/2020-c-elysee-1-5shine-140-000km-tablet-ekran-boyasiz-degisensiz/35284815
969.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel Bold;2024;10.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel-bold/boyasiz-2024-model-c-elysee-1-5bluehdi-feel-bold-sifir-ayarin/35284814
659.900 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021;184.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/2021-citroen-c-elysee-1-5-blue-hdi-feel/35284813
810.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021;125.000 km;Düz;50 lt;Gri;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/2022-ciksli-c-elysee-6-ileri-hatasiz-boyasiz-degisensiz/34472215
819.750 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2020;130.000 km;Düz;50 lt;Gri;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/2020-clysee-feel-130-bin-km-hatasiz-boyasiz-k-kart-taksit-imkani/34091594
840.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2023;98.000 km;Düz;Dizel;Gri;1401 - 1600 cm3;76 - 100 HP;Sedan;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/anadolu-auto-2023-c-elysee-feel-1-5-bluehdi-masrafsiz-ekonomik/33971685
275.000 TL;Citroen;C4;1.6 HDi SX;2008;380.000 km;Düz;60 lt;Siyah;1560 cc;111 hp;Sedan;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-6-hdi-sx/sahibinden-citroen-c4-1-6-hdi-sx-2008-model/35277003
1.035.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2022;123.000 km;Otomatik;47 lt;Kırmızı;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-2-puretech-feel-bold/sahibinden-citroen-c3-1-2-puretech-feel-bold-2022-model/35274072
1.120.000 TL;Citroen;C4;1.2 PureTech Feel;2021;65.000 km;Düz;50 lt;Siyah;1199 cc;102 hp;SUV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-2-puretech-feel/sahibinden-citroen-c4-1-2-puretech-feel-2021-model-istanbul/35277198
280.000 TL;Citroen;C3;1.4 HDi X Furio;2006;340.000 km;Düz;47 lt;Kırmızı;1398 cc;71 hp;Hatchback/5;29 Kasım 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-4-hdi-x-furio/sahibinden-citroen-c3-1-4-hdi-x-furio-2006-model-340-000-km-kirmizi/35276577
795.000 TL;Citroen;C-Elysee;1.2 VTi Comfort;2015;63.000 km;Yarı Otomatik;50 lt;Beyaz;1199 cc;73 hp;Sedan;29 Kasım 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-2-vti-comfort/sahibinden-citroen-c-elysee-1-2-vti-comfort-2015-model/35276613
750.000 TL;Citroen;C3;1.6 VTi Exclusive;2011;114.000 km;Otomatik;50 lt;Gri;1598 cc;122 hp;Hatchback/5;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-6-vti-exclusive/sahibinden-citroen-c3-1-6-vti-exclusive-2011-model/35275532
1.270.000 TL;Citroen;C3;1.2 PureTech Shine;2024;6.500 km;Otomatik;47 lt;Gri (Gümüş);1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-2-puretech-shine/sahibinden-citroen-c3-1-2-puretech-shine-2024-model/35282600
895.000 TL;Citroen;C-Elysee;1.5 BlueHDi Shine;2022;104.000 km;Düz;50 lt;Gri;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-5-bluehdi-shine/sahibinden-citroen-c-elysee-1-5-bluehdi-shine-2022-model/35274264
439.000 TL;Citroen;C5;1.6 HDi SX;2006;184.000 km;Düz;67 lt;Gri;1560 cc;111 hp;Sedan;29 Kasım 2025;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c5-1-6-hdi-sx/2006-citroen-c5-1-6-hdi-sx-tum-bakimlar-yeni/30528991
785.000 TL;Citroen;C3;1.2 PureTech Feel;2020;88.500 km;Düz;45 lt;Kahverengi;1199 cc;83 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-2-puretech-feel/sahibinden-citroen-c3-1-2-puretech-feel-2020-model/33026286
450.000 TL;Citroen;C5;1.6 HDi Confort;2011;270.000 km;Düz;71 lt;Siyah;1560 cc;114 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c5-1-6-hdi-confort/sahibinden-citroen-c5-1-6-hdi-confort-2011-model/26585115
720.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2016;164.000 km;Düz;48 lt;Gri;1560 cc;93 hp;Sedan;29 Kasım 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-exclusive/sahibinden-citroen-c-elysee-1-6-hdi-exclusive-2016-model/35273883
499.000 TL;Citroen;C-Elysee;1.6 HDi Attraction;2015;255.500 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-attraction/sahibinden-citroen-c-elysee-1-6-hdi-confort-2015-model-258-000-km-beyaz/31837683
215.000 TL;Citroen;Saxo;1.4 SX;2000;201.500 km;Düz;45 lt;Sarı;1360 cc;76 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-saxo-1-4-sx/citroen-saxo-1-4-sx-2000-al-bin-masrafsiz/33028422
675.000 TL;Citroen;C-Elysee;1.6 HDi Attraction;2015;163.000 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-attraction/sahibinden-citroen-c-elysee-1-6-hdi-attraction-2015-model/35273136
1.315.000 TL;Citroen;C3;1.2 PureTech Shine Pack;2024;22.000 km;Otomatik;Benzin;Kahverengi;;;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-2-puretech-shine-pack/sahibinden-citroen-c3-1-2-puretech-shine-pack-2024-model/35273670
1.200.000 TL;Citroen;C3;1.2 PureTech Shine;2021;35.850 km;Otomatik;47 lt;Mavi;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-2-puretech-shine/sahibinden-citroen-c3-1-2-puretech-shine-2021-model/35272998
755.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2015;89.000 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-exclusive/sahibinden-citroen-c-elysee-1-6-hdi-exclusive-2015-model/35272925
780.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2022;108.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/22-c-elysee-108-km-agir-bakimlari-yapilmis/34056604
849.999 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2022;84.999 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/sadece-84-999de-nokta-boyasiz-hatasiz-2022-model-1-5-hdic-elyyse/35260127
420.000 TL;Citroen;C3;1.4 HDi Collection;2013;253.000 km;Düz;45 lt;Beyaz;1398 cc;71 hp;Hatchback/5;29 Kasım 2025;3 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-4-hdi-collection/sahibinden-citroen-c3-1-4-hdi-collection-2013-model/35272349
475.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2012;286.000 km;Düz;48 lt;Füme;1560 cc;93 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-exclusive/sahibinden-citroen-c-elysee-1-6-hdi-exclusive-2012-model/35272065
825.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2020;148.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-5-bluehdi-feel/sahibinden-citroen-c-elysee-1-5-bluehdi-feel-2020-model/35271543
607.000 TL;Citroen;C5;1.6 HDi SX PK;2011;250.000 km;Düz;71 lt;Bej;1560 cc;111 hp;Sedan;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c5-1-6-hdi-sx-pk/sahibinden-citroen-c5-1-6-hdi-sx-pk-2011-model-250-000-km-bej/35270772
299.999 TL;Citroen;C4;1.4 SX;2006;310.000 km;Düz;60 lt;Beyaz;1360 cc;91 hp;Hatchback/5;29 Kasım 2025;1 değişen, 7 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-4-sx/sahibinden-2006-model/35270630
455.000 TL;Citroen;C4;1.6 SX PK;2007;235.000 km;Otomatik;60 lt;Siyah;1587 cc;111 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-6-sx-pk/sahibinden-citroen-c4-1-6-sx-pk-2007-model/35282356
