Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Boya-değişen
718000.0;Peugeot;208;1.2 PureTech Access;2015.0;124.000 km;Yarı Otomatik;50 lt;Kırmızı;1199 cc;83 hp;Hatchback/5;2 boyalı
238500.0;Peugeot;206;1.4 HDi X-line;2003.0;312.000 km;Düz;50 lt;Beyaz;1398 cc;69 hp;Hatchback/5;Tamamı orjinal
1075000.0;Peugeot;508;1.6 BlueHDi Access;2015.0;188.000 km;Otomatik;72 lt;Füme;1560 cc;122 hp;Sedan;Tamamı orjinal
195000.0;Peugeot;306;1.6 XR;1993.0;243.000 km;Düz;60 lt;Gri;1587 cc;90 hp;Hatchback/5;Tamamı boyalı
285000.0;Peugeot;307;1.4 HDi XR;2004.0;270.000 km;Düz;60 lt;Beyaz;1398 cc;69 hp;Hatchback/5;Belirtilmemiş
1537500.0;Peugeot;e-308;GT;2023.0;40.000 km;Otomatik;Elektrik;Yeşil;;151 kW;Hatchback/5;2 boyalı
575500.0;Peugeot;301;1.6 HDi Active;2018.0;232.000 km;Düz;50 lt;Gri (metalik);1560 cc;93 hp;Sedan;1 değişen, 4 boyalı
525000.0;Peugeot;207;1.4 HDi Urban Move;2012.0;238.000 km;Düz;50 lt;Beyaz;1360 cc;71 hp;Hatchback/5;1 değişen, 4 boyalı
378000.0;Peugeot;308;1.6 HDi Comfort;2010.0;215.000 km;Yarı Otomatik;60 lt;Füme;1560 cc;112 hp;Hatchback/5;Tamamı orjinal
225000.0;Peugeot;307;1.4 HDi XR;2004.0;299.356 km;Düz;60 lt;Kırmızı;1398 cc;69 hp;Hatchback/5;7 boyalı
430000.0;Peugeot;407;1.6 HDi Comfort;2006.0;240.000 km;Düz;66 lt;Siyah;1560 cc;112 hp;Sedan;Belirtilmemiş
230000.0;Peugeot;307;1.6 HDi Comfort;2007.0;289.000 km;Düz;60 lt;Kırmızı;1560 cc;112 hp;Hatchback/5;Belirtilmemiş
725000.0;Peugeot;508;1.6 e-HDi Access;2011.0;203.000 km;Yarı Otomatik;72 lt;Beyaz;1560 cc;114 hp;Sedan;Belirtilmemiş
288000.0;Peugeot;206;1.4 X-Design;2006.0;312.000 km;Düz;50 lt;Siyah;1360 cc;76 hp;Hatchback/5;2 değişen, 5 boyalı
655000.0;Peugeot;208;1.2 VTi Access;2014.0;170.000 km;Yarı Otomatik;50 lt;Beyaz;1199 cc;83 hp;Hatchback/5;3 boyalı
345000.0;Peugeot;307;1.6 XS;2004.0;325.000 km;Düz;60 lt;Gri (Gümüş);1587 cc;110 hp;Hatchback/5;Tamamı orjinal
245000.0;Peugeot;206;1.4 XR;2000.0;280.000 km;Düz;50 lt;Mavi;1360 cc;76 hp;Hatchback/5;1 değişen, 9 boyalı
515500.0;Peugeot;207;1.4 HDi Active;2011.0;225.000 km;Düz;50 lt;Gri (Gümüş);1360 cc;71 hp;Hatchback/5;2 değişen, 2 boyalı
530000.0;Peugeot;301;1.6 HDi Active;2016.0;225.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;2 değişen, 2 boyalı
305000.0;Peugeot;307;1.4 HDi XR;2005.0;268.000 km;Düz;60 lt;Beyaz;1398 cc;69 hp;Hatchback/5;2 değişen, 1 boyalı
305000.0;Peugeot;207;1.4 HDi Trendy;2007.0;302.000 km;Düz;50 lt;Gri (metalik);1398 cc;71 hp;Hatchback/5;3 değişen, 6 boyalı
1650000.0;Peugeot;508;1.5 BlueHDI Allure;2020.0;174.000 km;Otomatik;55 lt;Beyaz;1499 cc;130 hp;Sedan;Tamamı orjinal
295000.0;Peugeot;206;1.4 Fever;2006.0;204.000 km;Otomatik;50 lt;Gri (metalik);1360 cc;76 hp;Hatchback/5;2 değişen, 5 boyalı
385000.0;Peugeot;407;1.6 HDi Comfort;2006.0;287.000 km;Düz;66 lt;Siyah;1560 cc;112 hp;Sedan;Belirtilmemiş
520000.0;Peugeot;307;1.6 XT;2004.0;114.000 km;Otomatik;60 lt;Gri;1587 cc;110 hp;Hatchback/5;2 değişen, 2 boyalı
2050000.0;Peugeot;508;1.5 BlueHDI Allure;2023.0;52.500 km;Otomatik;55 lt;Gri (titanyum);1499 cc;130 hp;Sedan;Tamamı orjinal
540000.0;Peugeot;208;1.0 VTi Access;2013.0;136.000 km;Düz;50 lt;Beyaz;999 cc;69 hp;Hatchback/5;Belirtilmemiş
690000.0;Peugeot;301;1.6 HDi Active;2017.0;159.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;3 boyalı
480000.0;Peugeot;508;1.6 VTi Active;2011.0;340.000 km;Yarı Otomatik;72 lt;Gri;1598 cc;122 hp;Sedan;2 değişen, 2 boyalı
455000.0;Peugeot;206;1.4 Feline;2006.0;175.000 km;Düz;50 lt;Beyaz;1360 cc;76 hp;Hatchback/5;1 değişen
1390000.0;Peugeot;208;1.2 PureTech Allure Selection;2023.0;9.200 km;Otomatik;44 lt;Gri;1199 cc;132 hp;Hatchback/5;Tamamı orjinal
350000.0;Peugeot;307;1.4 Comfort;2006.0;273.000 km;Düz;60 lt;Gri;1360 cc;89 hp;Hatchback/5;1 değişen, 2 boyalı
495000.0;Peugeot;301;1.6 HDi Active;2017.0;255.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;4 değişen, 7 boyalı
290000.0;Peugeot;206;1.4 X-Design;2005.0;375.000 km;Düz;50 lt;Beyaz;1360 cc;76 hp;Hatchback/5;2 değişen
250000.0;Peugeot;307;1.4 HDi XR;2004.0;305.000 km;Düz;60 lt;Kırmızı;1398 cc;69 hp;Hatchback/5;3 boyalı
470000.0;Peugeot;207;1.4 HDi Comfort;2008.0;300.000 km;Düz;50 lt;Beyaz;1398 cc;71 hp;Hatchback/5;Tamamı orjinal
520000.0;Peugeot;107;1.0 Urban Move;2011.0;131.000 km;Yarı Otomatik;35 lt;Gri;998 cc;69 hp;Hatchback/5;1 değişen, 5 boyalı
618000.0;Peugeot;508;1.6 e-HDi Active;2012.0;270.000 km;Yarı Otomatik;72 lt;Siyah;1560 cc;114 hp;Sedan;2 değişen, 2 boyalı
418000.0;Peugeot;307;1.6 XR;2004.0;212.000 km;Düz;60 lt;Beyaz;1587 cc;110 hp;Hatchback/5;Tamamı orjinal
345000.0;Peugeot;206;1.4 X-Line;2005.0;185.200 km;Otomatik;50 lt;Gri;1360 cc;76 hp;Hatchback/5;3 değişen, 5 boyalı
405000.0;Peugeot;206+;1.4 HDi Comfort;2010.0;200.000 km;Düz;50 lt;Siyah;1398 cc;71 hp;Hatchback/5;2 boyalı
655000.0;Peugeot;301;1.6 HDi Active;2016.0;178.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;Belirtilmemiş
265000.0;Peugeot;206;1.4 HDi Desire;2005.0;295.177 km;Düz;50 lt;Gri;1398 cc;71 hp;Hatchback/5;2 değişen, 1 boyalı
1265000.0;Peugeot;308;1.5 BlueHDI Style Tech;2020.0;60.886 km;Otomatik;53 lt;Beyaz;1499 cc;132 hp;Hatchback/5;Tamamı orjinal
330000.0;Peugeot;206;1.4 Executive;2008.0;150.000 km;Düz;LPG & Benzin;Siyah;;;Sedan;1 değişen, 3 boyalı
1500000.0;Peugeot;508;1.5 BlueHDI Allure;2020.0;153.000 km;Otomatik;55 lt;Gri (metalik);1499 cc;130 hp;Sedan;Tamamı orjinal
835000.0;Peugeot;308;1.6 e-HDi Classic Edition Plus;2016.0;171.000 km;Düz;53 lt;Beyaz;1560 cc;116 hp;Hatchback/5;Belirtilmemiş
405000.0;Peugeot;206;1.4 HDi Comfort;2011.0;122.000 km;Düz;50 lt;Beyaz;1398 cc;71 hp;Sedan;1 değişen, 3 boyalı
410000.0;Peugeot;207;1.4 HDi Premium;2006.0;262.000 km;Düz;50 lt;Mavi (metalik);1398 cc;71 hp;Hatchback/5;2 boyalı
250000.0;Peugeot;206;1.4 Comfort;2009.0;180.000 km;Düz;50 lt;Kırmızı;1360 cc;76 hp;Sedan;1 değişen, 12 boyalı
420000.0;Peugeot;308;1.6 HDi Comfort;2010.0;278.000 km;Yarı Otomatik;60 lt;Füme;1560 cc;112 hp;Hatchback/5;Tamamı boyalı
410000.0;Peugeot;407;1.6 HDi Comfort;2006.0;395.000 km;Düz;66 lt;Gri (Gümüş);1560 cc;112 hp;Sedan;Belirtilmemiş
248000.0;Peugeot;206;1.4 HDi X-line;2004.0;310.000 km;Düz;50 lt;Bordo;1398 cc;71 hp;Hatchback/5;Tamamı boyalı
400000.0;Peugeot;307;1.4 XR;2004.0;268.000 km;Otomatik;LPG & Benzin;Gri (Gümüş);;;Hatchback/5;3 boyalı
670000.0;Peugeot;301;1.5 BlueHDI Active;2019.0;199.300 km;Düz;50 lt;Beyaz;1499 cc;102 hp;Sedan;1 değişen, 2 boyalı
575000.0;Peugeot;207;1.4 Envy;2011.0;195.000 km;Düz;50 lt;Beyaz;1360 cc;76 hp;Hatchback/5;1 değişen, 1 boyalı
299950.0;Peugeot;307;1.4 HDi Profil;2003.0;242.000 km;Düz;60 lt;Şampanya;1398 cc;69 hp;Hatchback/5;Belirtilmemiş
625000.0;Peugeot;508;1.6 e-HDi Active;2012.0;365.000 km;Yarı Otomatik;72 lt;Gri;1560 cc;114 hp;Sedan;Belirtilmemiş
550000.0;Peugeot;301;1.6 HDi Active;2014.0;256.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;3 değişen, 5 boyalı
600000.0;Peugeot;308;1.6 HDi Active;2011.0;279.000 km;Düz;60 lt;Gri;1560 cc;93 hp;Hatchback/5;Belirtilmemiş
580000.0;Peugeot;207;1.4 HDi Trendy;2007.0;286.000 km;Düz;50 lt;Kırmızı;1398 cc;71 hp;Hatchback/5;Belirtilmemiş
660000.0;Peugeot;508;1.6 VTi Access;2011.0;232.000 km;Yarı Otomatik;72 lt;Gri (metalik);1598 cc;122 hp;Sedan;3 boyalı
650000.0;Peugeot;301;1.6 HDi Active;2014.0;170.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;1 değişen, 8 boyalı
385000.0;Peugeot;307;1.4 HDi XR;2004.0;255.000 km;Düz;60 lt;Gri (Gümüş);1398 cc;69 hp;Hatchback/5;2 değişen, 4 boyalı
460000.0;Peugeot;207;1.4 HDi Trendy;2007.0;232.000 km;Düz;50 lt;Siyah;1398 cc;71 hp;Hatchback/5;2 boyalı
520000.0;Peugeot;207;1.4 HDi Comfort;2009.0;196.000 km;Düz;50 lt;Siyah;1398 cc;71 hp;Hatchback/5;1 değişen, 2 boyalı
815000.0;Peugeot;301;1.6 HDi Active;2017.0;130.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;Tamamı orjinal
350000.0;Peugeot;206;1.4 X-Line;2005.0;293.000 km;Otomatik;50 lt;Mavi (metalik);1360 cc;76 hp;Hatchback/5;12 boyalı
580000.0;Peugeot;207;1.4 HDi Trendy;2011.0;248.000 km;Düz;50 lt;Siyah;1360 cc;71 hp;Hatchback/5;Belirtilmemiş
385000.0;Peugeot;206+;1.4 Comfort;2010.0;250.000 km;Düz;50 lt;Füme;1360 cc;76 hp;Hatchback/5;1 değişen, 4 boyalı
490000.0;Peugeot;207;1.4 VTi Trendy;2008.0;159.000 km;Yarı Otomatik;50 lt;Siyah;1360 cc;91 hp;Hatchback/5;1 değişen, 11 boyalı
260000.0;Peugeot;307;1.6 Envy;2004.0;286.000 km;Düz;60 lt;Gri;1587 cc;110 hp;Hatchback/5;Belirtilmemiş
1035000.0;Peugeot;308;1.6 BlueHdi Allure;2017.0;113.000 km;Otomatik;53 lt;Kırmızı;1560 cc;122 hp;Hatchback/5;1 değişen, 1 boyalı
425000.0;Peugeot;308;1.6 HDi Comfort;2009.0;244.000 km;Düz;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 değişen, 3 boyalı
529000.0;Peugeot;208;1.4 HDi Access;2012.0;265.000 km;Düz;50 lt;Gri;1398 cc;69 hp;Hatchback/5;4 boyalı
598500.0;Peugeot;208;1.4 HDi Active;2015.0;240.000 km;Düz;Dizel;Beyaz;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;2 boyalı
775000.0;Peugeot;208;1.2 PureTech Access;2016.0;103.000 km;Otomatik;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;Belirtilmemiş
1315000.0;Peugeot;208;1.2 PureTech GT;2021.0;86.459 km;Otomatik;44 lt;Gri;1199 cc;132 hp;Hatchback/5;Tamamı orjinal
1199900.0;Peugeot;208;1.2 PureTech Active Prime;2023.0;43.000 km;Otomatik;44 lt;Sarı;1199 cc;101 hp;Hatchback/5;Belirtilmemiş
339750.0;Peugeot;208;1.4 HDi Active;2012.0;330.000 km;Düz;50 lt;Beyaz;1398 cc;69 hp;Hatchback/5;11 boyalı
285000.0;Peugeot;206;1.4 X-Line;2003.0;230.000 km;Düz;50 lt;Gri;1360 cc;76 hp;Hatchback/5;1 değişen
319000.0;Peugeot;206;1.4 X-Design;2006.0;230.000 km;Düz;50 lt;Beyaz;1360 cc;76 hp;Station wagon;1 değişen, 6 boyalı
1130000.0;Peugeot;508;1.6 e-HDi Access;2015.0;91.500 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
885000.0;Peugeot;508;1.6 e-HDi Active;2011.0;220.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Station wagon;Tamamı orjinal
1799000.0;Peugeot;508;1.5 BlueHDI Allure;2023.0;52.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
2190000.0;Peugeot;508;1.5 BlueHDI GT;2024.0;61.000 km;Otomatik;55 lt;Füme;1499 cc;130 hp;Sedan;Tamamı orjinal
1565000.0;Peugeot;508;1.5 BlueHDI Allure;2019.0;115.000 km;Otomatik;55 lt;Füme;1499 cc;130 hp;Sedan;Tamamı orjinal
1170000.0;Peugeot;308;1.6 BlueHdi Allure;2017.0;103.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Tamamı orjinal
425000.0;Peugeot;301;1.6 HDi Access;2016.0;330.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;Tamamı orjinal
550000.0;Peugeot;301;1.6 BlueHDI Active;2018.0;160.000 km;Düz;50 lt;Beyaz;1560 cc;102 hp;Sedan;Tamamı orjinal
765000.0;Peugeot;301;1.6 BlueHDI Active;2018.0;127.290 km;Düz;50 lt;Beyaz;1560 cc;102 hp;Sedan;Belirtilmemiş
1095000.0;Peugeot;308;1.6 BlueHdi Active;2015.0;98.000 km;Otomatik;53 lt;Gri;1560 cc;122 hp;Hatchback/5;1 boyalı
615000.0;Peugeot;301;1.5 BlueHDI Active;2020.0;202.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;76 - 100 HP;Sedan;1 değişen, 3 boyalı
735000.0;Peugeot;301;1.5 BlueHDI Active;2020.0;218.000 km;Düz;Dizel;Gri;1401 - 1600 cm3;76 - 100 HP;Sedan;Belirtilmemiş
525000.0;Peugeot;301;1.2 VTi Active;2013.0;150.350 km;Düz;50 lt;Beyaz;1199 cc;73 hp;Sedan;1 değişen, 1 boyalı
670000.0;Peugeot;301;1.2 PureTech Active;2019.0;85.000 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Sedan;2 boyalı
649500.0;Peugeot;207;1.6 VTi Dynamic;2009.0;128.500 km;Otomatik;50 lt;Siyah;1587 cc;122 hp;Hatchback/5;2 değişen, 5 boyalı
595000.0;Peugeot;207;1.6 HDi Outdoor;2012.0;174.000 km;Düz;50 lt;Füme;1560 cc;93 hp;Station wagon;Tamamı orjinal
543000.0;Peugeot;301;1.2 PureTech Active;2019.0;117.000 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Sedan;3 değişen
600000.0;Peugeot;301;1.5 BlueHDI Active;2019.0;240.000 km;Düz;50 lt;Beyaz;1499 cc;102 hp;Sedan;Tamamı orjinal
610000.0;Peugeot;107;1.0 Urban Move;2011.0;62.425 km;Yarı Otomatik;35 lt;Siyah;998 cc;69 hp;Hatchback/5;Tamamı orjinal
355000.0;Peugeot;106;GTI;1997.0;147.000 km;Düz;45 lt;Beyaz;1587 cc;120 hp;Hatchback/3;Tamamı orjinal
865000.0;Peugeot;508;1.6 VTi Access;2012.0;90.000 km;Yarı Otomatik;72 lt;Gri;1598 cc;122 hp;Sedan;1 değişen, 3 boyalı
215000.0;Peugeot;206;1.4 HDi X-line;2006.0;326.230 km;Düz;50 lt;Beyaz;1398 cc;69 hp;Station wagon;6 değişen, 4 boyalı
940000.0;Peugeot;RCZ;1.6 THP Yearling;2011.0;125.000 km;Otomatik;55 lt;Beyaz;1598 cc;158 hp;Coupe;2 boyalı
1350000.0;Peugeot;508;1.6 Puretech Prime;2020.0;57.000 km;Otomatik;62 lt;Gri;1598 cc;180 hp;Sedan;Tamamı orjinal
285000.0;Peugeot;307;1.6 XS;2002.0;220.000 km;Düz;60 lt;Mavi;1587 cc;110 hp;Hatchback/3;Tamamı orjinal
419000.0;Peugeot;307;1.6 Pack;2004.0;223.500 km;Düz;60 lt;Şampanya;1587 cc;110 hp;Hatchback/5;Tamamı orjinal
400000.0;Peugeot;307;1.6 XT;2006.0;325.000 km;Düz;LPG & Benzin;Mavi;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 boyalı
330000.0;Peugeot;406;2.0 SV;2000.0;332.000 km;Otomatik;LPG & Benzin;Mavi;1801 - 2000 cm3;126 - 150 HP;Sedan;12 boyalı
400000.0;Peugeot;307;1.6 XT;2004.0;193.000 km;Düz;Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;5 boyalı
349000.0;Peugeot;307;1.6 XT;2003.0;307.000 km;Otomatik;LPG & Benzin;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Tamamı orjinal
745000.0;Peugeot;301;1.6 HDi Allure;2015.0;60.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;Tamamı orjinal
745000.0;Peugeot;301;1.6 HDi Allure;2013.0;85.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;4 boyalı
755000.0;Peugeot;301;1.6 HDi Allure;2017.0;156.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;76 - 100 HP;Sedan;4 boyalı
579000.0;Peugeot;301;1.6 HDi Active;2014.0;175.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;1 değişen, 2 boyalı
479000.0;Peugeot;301;1.6 HDi Active;2015.0;219.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;1 değişen, 4 boyalı
465000.0;Peugeot;301;1.6 HDi Active;2013.0;354.000 km;Düz;50 lt;Gri;1560 cc;93 hp;Sedan;2 değişen, 2 boyalı
939500.0;Peugeot;308;1.5 BlueHDI Style;2019.0;114.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;126 - 150 HP;Hatchback/5;Tamamı orjinal
1099990.0;Peugeot;308;1.2 PureTech Style;2020.0;175.000 km;Otomatik;53 lt;Kırmızı;1199 cc;132 hp;Hatchback/5;Tamamı orjinal
449000.0;Peugeot;206+;1.4 HDi Urban Move;2012.0;272.000 km;Düz;50 lt;Beyaz;1398 cc;71 hp;Hatchback/5;1 değişen, 3 boyalı
1079000.0;Peugeot;308;1.2 PureTech Allure Dynamic;2020.0;129.000 km;Otomatik;53 lt;Beyaz;1199 cc;132 hp;Hatchback/5;Tamamı orjinal
678000.0;Peugeot;301;1.6 HDi Active;2015.0;127.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;1 değişen, 1 boyalı
1439000.0;Peugeot;e-208;GT;2025.0;20.000 km;Otomatik;Elektrik;Gri;;136 hp;Hatchback/5;Tamamı orjinal
245000.0;Peugeot;206;1.4 XT;2001.0;234.000 km;Otomatik;50 lt;Gri;1360 cc;76 hp;Hatchback/3;1 değişen, 11 boyalı
445000.0;Peugeot;207;1.4 HDi Trendy;2011.0;342.500 km;Düz;50 lt;Beyaz;1360 cc;71 hp;Hatchback/5;Belirtilmemiş
995000.0;Skoda;Octavia;1.6 TDI Style CR;2015.0;199.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;8 boyalı
850000.0;Skoda;SuperB;1.6 TDI Prestige;2013.0;230.000 km;Yarı Otomatik;60 lt;Siyah;1598 cc;105 hp;Sedan;4 boyalı
638750.0;Skoda;Fabia;1.4 Scout;2012.0;79.025 km;Düz;45 lt;Kahverengi;1390 cc;85 hp;Station wagon;6 boyalı
950000.0;Skoda;SuperB;1.6 TDI Elegance;2012.0;209.000 km;Yarı Otomatik;60 lt;Beyaz;1598 cc;105 hp;Station wagon;1 değişen, 1 boyalı
1010000.0;Skoda;Fabia;1.0 TSI Premium;2020.0;158.000 km;Otomatik;Benzin;Mavi;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;Tamamı orjinal
1399000.0;Skoda;SuperB;1.6 TDI Prestige;2016.0;230.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
1035000.0;Skoda;Scala;1.6 TDI Premium;2020.0;203.000 km;Yarı Otomatik;50 lt;Gri;1598 cc;115 hp;Hatchback/5;4 boyalı
1025000.0;Skoda;Octavia;1.6 TDI Style CR;2015.0;220.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;110 hp;Hatchback/5;Tamamı orjinal
1310000.0;Skoda;Fabia;1.0 TSI Premium;2022.0;36.000 km;Yarı Otomatik;40 lt;Turuncu;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1639999.0;Skoda;SuperB;1.6 TDI Prestige;2016.0;195.000 km;Otomatik;Dizel;Şampanya;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
780750.0;Skoda;SuperB;1.6 TDI Ambition;2013.0;230.000 km;Düz;60 lt;Beyaz;1598 cc;105 hp;Sedan;2 değişen, 6 boyalı
1100000.0;Skoda;Octavia;1.2 TSI Ambition;2017.0;119.000 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;6 boyalı
1460000.0;Skoda;SuperB;1.4 TSI Style;2015.0;133.000 km;Yarı Otomatik;66 lt;Beyaz;1395 cc;150 hp;Sedan;2 boyalı
1210000.0;Skoda;Octavia;1.6 TDI Optimal;2019.0;138.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 değişen, 3 boyalı
925000.0;Skoda;Octavia;1.6 TDI Elegance CR;2013.0;272.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Belirtilmemiş
1279000.0;Skoda;Scala;1.0 TSI Premium;2022.0;115.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;110 hp;Hatchback/5;2 boyalı
1160000.0;Skoda;Scala;1.0 TSI Elite;2024.0;7.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;Belirtilmemiş
815000.0;Skoda;Rapid;1.2 TSI Spaceback Style;2016.0;112.000 km;Yarı Otomatik;55 lt;Kırmızı;1197 cc;90 hp;Hatchback/5;2 değişen
260000.0;Skoda;Fabia;1.2 Classic;2007.0;267.000 km;Düz;45 lt;Füme;1198 cc;64 hp;Hatchback/5;3 boyalı
1759750.0;Skoda;SuperB;1.5 TSI Premium;2021.0;86.000 km;Yarı Otomatik;66 lt;Gri;1498 cc;150 hp;Station wagon;4 boyalı
1300000.0;Skoda;SuperB;1.6 TDI Style;2018.0;120.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;5 boyalı
1280000.0;Skoda;Octavia;1.6 TDI Optimal;2018.0;118.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;3 boyalı
1455000.0;Skoda;SuperB;1.6 TDI Prestige;2016.0;196.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;1 boyalı
949000.0;Skoda;Octavia;1.6 TDI Optimal;2016.0;203.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 değişen, 3 boyalı
1365000.0;Skoda;Octavia;1.6 TDI Style;2018.0;176.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Tamamı orjinal
1545000.0;Skoda;SuperB;1.6 TDI Prestige;2016.0;187.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
880000.0;Skoda;Octavia;1.6 TDI Elegance CR;2014.0;323.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 değişen, 8 boyalı
1165000.0;Skoda;Octavia;1.4 TSI Style;2016.0;126.000 km;Yarı Otomatik;50 lt;Gri;1395 cc;150 hp;Hatchback/5;3 boyalı
889000.0;Skoda;Octavia;1.6 TDI Elegance CR;2012.0;183.000 km;Yarı Otomatik;55 lt;Beyaz;1598 cc;105 hp;Hatchback/5;Belirtilmemiş
1158000.0;Skoda;Scala;1.0 TSI Premium;2022.0;187.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;Tamamı orjinal
775000.0;Skoda;Octavia;1.6 TDI Ambiente;2011.0;278.000 km;Yarı Otomatik;55 lt;Beyaz;1598 cc;105 hp;Hatchback/5;1 boyalı
1720000.0;Skoda;SuperB;1.6 TDI Prestige;2018.0;198.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;Belirtilmemiş
1235000.0;Skoda;Octavia;1.5 e-Tec Premium;2022.0;87.000 km;Yarı Otomatik;48 lt;Gri;1498 cc;150 hp;Hatchback/5;3 değişen, 6 boyalı
1169000.0;Skoda;Scala;1.0 TSI Premium;2022.0;164.000 km;Yarı Otomatik;50 lt;Gri (Gümüş);999 cc;110 hp;Hatchback/5;Tamamı orjinal
1045000.0;Skoda;Rapid;1.4 TDI GreenTec Style;2016.0;109.350 km;Yarı Otomatik;55 lt;Beyaz;1422 cc;90 hp;Hatchback/5;1 değişen
2075000.0;Skoda;SuperB;1.6 TDI Prestige;2020.0;145.000 km;Yarı Otomatik;66 lt;Gri;1598 cc;120 hp;Sedan;Tamamı orjinal
435000.0;Skoda;Octavia;1.6 Elegance;2004.0;296.000 km;Düz;LPG & Benzin;Füme;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Tamamı orjinal
700000.0;Skoda;SuperB;1.4 TSI Comfort;2009.0;245.500 km;Düz;60 lt;Kahverengi;1390 cc;125 hp;Sedan;3 boyalı
1100000.0;Skoda;SuperB;1.6 TDI Prestige;2016.0;350.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;1 değişen, 1 boyalı
225000.0;Skoda;Felicia;1.3 GLX;1997.0;312.000 km;Düz;42 lt;Beyaz;1289 cc;54 hp;Hatchback/5;Belirtilmemiş
1270000.0;Skoda;SuperB;1.4 TSI Active;2017.0;103.000 km;Düz;60 lt;Beyaz;1395 cc;125 hp;Sedan;1 değişen, 1 boyalı
1385000.0;Skoda;Octavia;1.6 TDI Style;2019.0;183.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;115 hp;Hatchback/5;1 boyalı
300000.0;Skoda;Fabia;1.2 Classic;2004.0;229.750 km;Düz;45 lt;Füme;1198 cc;64 hp;Hatchback/5;1 değişen, 9 boyalı
